,WRIST,THUMB_CMC,THUMB_MCP,THUMB_IP,THUMB_TIP,INDEX_FINGER_MCP,INDEX_FIGNER_PIP,INDEX_FINGER_DIP,INDEX_FINGER_TIP,MIDDLE_FINGER_MCP,MIDDLE_FINGER_PIP,MIDDLE_FINGER_DIP,MIDDLE_FINGER_TIP,RING_FINGER_MCP,RING_FINGER_PIP,RING_FINGER_DIP,RING_FIGNER_TIP,PINKY_MCP,PINKY_PIP,PINKY_DIP,PINKY_TIP
88,"[0.5485535264015198, 0.7049497365951538, 1.965066758202738e-06]","[0.6740521192550659, 0.6569857001304626, -0.10051065683364868]","[0.6869527697563171, 0.5645139217376709, -0.16145478188991547]","[0.6113036870956421, 0.4981967806816101, -0.211623877286911]","[0.5388733744621277, 0.44957730174064636, -0.26667070388793945]","[0.6393122673034668, 0.45273324847221375, -0.17983736097812653]","[0.6322206258773804, 0.3051440715789795, -0.2857102155685425]","[0.6194285154342651, 0.2040559947490692, -0.3566840887069702]","[0.5993812680244446, 0.12132161855697632, -0.4038234353065491]","[0.5415664911270142, 0.44692033529281616, -0.19290317595005035]","[0.5066949725151062, 0.2820315957069397, -0.2935487926006317]","[0.48456135392189026, 0.16622969508171082, -0.37260347604751587]","[0.4705607295036316, 0.07002747058868408, -0.42527416348457336]","[0.440746009349823, 0.46152207255363464, -0.21110957860946655]","[0.38462135195732117, 0.30219903588294983, -0.30833807587623596]","[0.3522098660469055, 0.1932331919670105, -0.3879084289073944]","[0.32810693979263306, 0.10490867495536804, -0.43642300367355347]","[0.3352646231651306, 0.4927237033843994, -0.23350492119789124]","[0.27584946155548096, 0.380784809589386, -0.3288896977901459]","[0.24507194757461548, 0.29956650733947754, -0.3829486072063446]",
89,"[0.5485535264015198, 0.7049497365951538, 1.965066758202738e-06]","[0.6740521192550659, 0.6569857001304626, -0.10051065683364868]","[0.6869527697563171, 0.5645139217376709, -0.16145478188991547]","[0.6113036870956421, 0.4981967806816101, -0.211623877286911]","[0.5388733744621277, 0.44957730174064636, -0.26667070388793945]","[0.6393122673034668, 0.45273324847221375, -0.17983736097812653]","[0.6322206258773804, 0.3051440715789795, -0.2857102155685425]","[0.6194285154342651, 0.2040559947490692, -0.3566840887069702]","[0.5993812680244446, 0.12132161855697632, -0.4038234353065491]","[0.5415664911270142, 0.44692033529281616, -0.19290317595005035]","[0.5066949725151062, 0.2820315957069397, -0.2935487926006317]","[0.48456135392189026, 0.16622969508171082, -0.37260347604751587]","[0.4705607295036316, 0.07002747058868408, -0.42527416348457336]","[0.440746009349823, 0.46152207255363464, -0.21110957860946655]","[0.38462135195732117, 0.30219903588294983, -0.30833807587623596]","[0.3522098660469055, 0.1932331919670105, -0.3879084289073944]","[0.32810693979263306, 0.10490867495536804, -0.43642300367355347]","[0.3352646231651306, 0.4927237033843994, -0.23350492119789124]","[0.27584946155548096, 0.380784809589386, -0.3288896977901459]","[0.24507194757461548, 0.29956650733947754, -0.3829486072063446]",
90,"[0.7000612020492554, 0.7269704937934875, 1.7877355276141316e-06]","[0.639947235584259, 0.627865731716156, -0.09607941657304764]","[0.6657388210296631, 0.5304908752441406, -0.09334695339202881]","[0.7549771666526794, 0.45811551809310913, -0.07895489037036896]","[0.8207765817642212, 0.399675190448761, -0.054003000259399414]","[0.6390478610992432, 0.4823615849018097, 0.09687778353691101]","[0.7001712918281555, 0.4134003520011902, 0.09702401608228683]","[0.7498205900192261, 0.3711562156677246, 0.06781638413667679]","[0.7855417132377625, 0.3362668454647064, 0.0436130128800869]","[0.7496265769004822, 0.5056269764900208, 0.13257017731666565]","[0.8110566735267639, 0.43798553943634033, 0.13963234424591064]","[0.8473283648490906, 0.39621075987815857, 0.10041341185569763]","[0.8769878149032593, 0.35293346643447876, 0.06876154989004135]","[0.8460304737091064, 0.5413659811019897, 0.1457679569721222]","[0.9285205006599426, 0.483162522315979, 0.12547878921031952]","[0.9791995286941528, 0.4482176899909973, 0.09562721103429794]","[1.024277925491333, 0.4137042462825775, 0.0745372623205185]","[0.9365464448928833, 0.5846186876296997, 0.1476665586233139]","[1.0160056352615356, 0.5364485383033752, 0.12127378582954407]","[1.069031000137329, 0.5184072256088257, 0.1154896542429924]","[1.113563895225525, 0.49891889095306396, 0.11493169516324997]"
91,"[0.7000612020492554, 0.7269704937934875, 1.7877355276141316e-06]","[0.639947235584259, 0.627865731716156, -0.09607941657304764]","[0.6657388210296631, 0.5304908752441406, -0.09334695339202881]","[0.7549771666526794, 0.45811551809310913, -0.07895489037036896]","[0.8207765817642212, 0.399675190448761, -0.054003000259399414]","[0.6390478610992432, 0.4823615849018097, 0.09687778353691101]","[0.7001712918281555, 0.4134003520011902, 0.09702401608228683]","[0.7498205900192261, 0.3711562156677246, 0.06781638413667679]","[0.7855417132377625, 0.3362668454647064, 0.0436130128800869]","[0.7496265769004822, 0.5056269764900208, 0.13257017731666565]","[0.8110566735267639, 0.43798553943634033, 0.13963234424591064]","[0.8473283648490906, 0.39621075987815857, 0.10041341185569763]","[0.8769878149032593, 0.35293346643447876, 0.06876154989004135]","[0.8460304737091064, 0.5413659811019897, 0.1457679569721222]","[0.9285205006599426, 0.483162522315979, 0.12547878921031952]","[0.9791995286941528, 0.4482176899909973, 0.09562721103429794]","[1.024277925491333, 0.4137042462825775, 0.0745372623205185]","[0.9365464448928833, 0.5846186876296997, 0.1476665586233139]","[1.0160056352615356, 0.5364485383033752, 0.12127378582954407]","[1.069031000137329, 0.5184072256088257, 0.1154896542429924]","[1.113563895225525, 0.49891889095306396, 0.11493169516324997]"
92,"[0.6465755701065063, 0.8038378953933716, 7.899307661318744e-07]","[0.7736645936965942, 0.7564642429351807, -0.03270784765481949]","[0.8090359568595886, 0.6649449467658997, -0.056687768548727036]","[0.7597845792770386, 0.6065951585769653, -0.09452073276042938]","[0.6789954304695129, 0.5644978880882263, -0.12158483266830444]","[0.6952260732650757, 0.5540971755981445, -0.026016447693109512]","[0.7462308406829834, 0.4527820348739624, -0.1712411791086197]","[0.7712798714637756, 0.49112311005592346, -0.270429402589798]","[0.7719464898109436, 0.5416514277458191, -0.3048543334007263]","[0.6076018810272217, 0.5412519574165344, -0.07615669071674347]","[0.5928698778152466, 0.40913641452789307, -0.15759213268756866]","[0.6004465818405151, 0.32643717527389526, -0.22798286378383636]","[0.60349440574646, 0.25615912675857544, -0.2701141834259033]","[0.5117226839065552, 0.5562304854393005, -0.1462138295173645]","[0.4454754590988159, 0.4290800094604492, -0.22502413392066956]","[0.41789740324020386, 0.3396991789340973, -0.2937418818473816]","[0.3955386281013489, 0.2646641433238983, -0.3321585953235626]","[0.42059946060180664, 0.5949206948280334, -0.2197454273700714]","[0.3569547235965729, 0.4921448230743408, -0.27851244807243347]","[0.32284054160118103, 0.41844314336776733, -0.3014080226421356]",
93,"[0.6465755701065063, 0.8038378953933716, 7.899307661318744e-07]","[0.7736645936965942, 0.7564642429351807, -0.03270784765481949]","[0.8090359568595886, 0.6649449467658997, -0.056687768548727036]","[0.7597845792770386, 0.6065951585769653, -0.09452073276042938]","[0.6789954304695129, 0.5644978880882263, -0.12158483266830444]","[0.6952260732650757, 0.5540971755981445, -0.026016447693109512]","[0.7462308406829834, 0.4527820348739624, -0.1712411791086197]","[0.7712798714637756, 0.49112311005592346, -0.270429402589798]","[0.7719464898109436, 0.5416514277458191, -0.3048543334007263]","[0.6076018810272217, 0.5412519574165344, -0.07615669071674347]","[0.5928698778152466, 0.40913641452789307, -0.15759213268756866]","[0.6004465818405151, 0.32643717527389526, -0.22798286378383636]","[0.60349440574646, 0.25615912675857544, -0.2701141834259033]","[0.5117226839065552, 0.5562304854393005, -0.1462138295173645]","[0.4454754590988159, 0.4290800094604492, -0.22502413392066956]","[0.41789740324020386, 0.3396991789340973, -0.2937418818473816]","[0.3955386281013489, 0.2646641433238983, -0.3321585953235626]","[0.42059946060180664, 0.5949206948280334, -0.2197454273700714]","[0.3569547235965729, 0.4921448230743408, -0.27851244807243347]","[0.32284054160118103, 0.41844314336776733, -0.3014080226421356]",
94,"[0.6585968732833862, 0.7172465324401855, 1.6957326351985103e-06]","[0.5957143306732178, 0.6133747100830078, -0.07913083583116531]","[0.6129419207572937, 0.5242809653282166, -0.06632012873888016]","[0.7125066518783569, 0.45517420768737793, -0.049478527158498764]","[0.77366703748703, 0.3977143168449402, -0.02333076484501362]","[0.5493320226669312, 0.48156094551086426, 0.15365628898143768]","[0.5987610816955566, 0.41005268692970276, 0.1548805683851242]","[0.652844250202179, 0.3645401895046234, 0.11381843686103821]","[0.7006779909133911, 0.32915472984313965, 0.07854089140892029]","[0.663068950176239, 0.503291130065918, 0.1748543381690979]","[0.715063214302063, 0.42937445640563965, 0.18472056090831757]","[0.7523667812347412, 0.38211315870285034, 0.12012863904237747]","[0.7872774004936218, 0.3378145396709442, 0.06558637320995331]","[0.7650176286697388, 0.5361104607582092, 0.17185284197330475]","[0.8361901640892029, 0.47465845942497253, 0.16013950109481812]","[0.8767343163490295, 0.42976799607276917, 0.10634032636880875]","[0.9203954339027405, 0.3904076814651489, 0.06259346008300781]","[0.8679256439208984, 0.5795177817344666, 0.15754517912864685]","[0.9207426905632019, 0.5337268710136414, 0.14548178017139435]","[0.9341542720794678, 0.5032122731208801, 0.13014397025108337]","[0.9461154937744141, 0.47285738587379456, 0.11482688784599304]"
95,"[0.6585968732833862, 0.7172465324401855, 1.6957326351985103e-06]","[0.5957143306732178, 0.6133747100830078, -0.07913083583116531]","[0.6129419207572937, 0.5242809653282166, -0.06632012873888016]","[0.7125066518783569, 0.45517420768737793, -0.049478527158498764]","[0.77366703748703, 0.3977143168449402, -0.02333076484501362]","[0.5493320226669312, 0.48156094551086426, 0.15365628898143768]","[0.5987610816955566, 0.41005268692970276, 0.1548805683851242]","[0.652844250202179, 0.3645401895046234, 0.11381843686103821]","[0.7006779909133911, 0.32915472984313965, 0.07854089140892029]","[0.663068950176239, 0.503291130065918, 0.1748543381690979]","[0.715063214302063, 0.42937445640563965, 0.18472056090831757]","[0.7523667812347412, 0.38211315870285034, 0.12012863904237747]","[0.7872774004936218, 0.3378145396709442, 0.06558637320995331]","[0.7650176286697388, 0.5361104607582092, 0.17185284197330475]","[0.8361901640892029, 0.47465845942497253, 0.16013950109481812]","[0.8767343163490295, 0.42976799607276917, 0.10634032636880875]","[0.9203954339027405, 0.3904076814651489, 0.06259346008300781]","[0.8679256439208984, 0.5795177817344666, 0.15754517912864685]","[0.9207426905632019, 0.5337268710136414, 0.14548178017139435]","[0.9341542720794678, 0.5032122731208801, 0.13014397025108337]","[0.9461154937744141, 0.47285738587379456, 0.11482688784599304]"
96,"[0.765372097492218, 0.6013940572738647, 2.090834414048004e-06]","[0.7749009132385254, 0.5216993689537048, -0.07101785391569138]","[0.7879304885864258, 0.4282148480415344, -0.08570649474859238]","[0.8458096981048584, 0.359422504901886, -0.09906964749097824]","[0.9029534459114075, 0.3059423565864563, -0.10563365370035172]","[0.672968864440918, 0.3891798257827759, 0.05378860607743263]","[0.7420145869255066, 0.3071121573448181, 0.01069292239844799]","[0.8200811743736267, 0.25056958198547363, -0.0446416400372982]","[0.8849327564239502, 0.2090153843164444, -0.08002063632011414]","[0.7046214938163757, 0.3987891674041748, 0.06314735859632492]","[0.7932455539703369, 0.31774112582206726, 0.032061535865068436]","[0.8677496314048767, 0.25987616181373596, -0.021968035027384758]","[0.9495705366134644, 0.21036729216575623, -0.05855265632271767]","[0.7689937949180603, 0.4144406318664551, 0.05540767312049866]","[0.8503807783126831, 0.3379635810852051, 0.025891482830047607]","[0.9257755279541016, 0.28016364574432373, -0.0037185780238360167]","[1.004673719406128, 0.23072455823421478, -0.02175791561603546]","[0.8524788022041321, 0.436046302318573, 0.03691060096025467]","[0.9080720543861389, 0.3725043833255768, 0.021826766431331635]","[0.9555108547210693, 0.3291170299053192, 0.022760000079870224]",
97,"[0.765372097492218, 0.6013940572738647, 2.090834414048004e-06]","[0.7749009132385254, 0.5216993689537048, -0.07101785391569138]","[0.7879304885864258, 0.4282148480415344, -0.08570649474859238]","[0.8458096981048584, 0.359422504901886, -0.09906964749097824]","[0.9029534459114075, 0.3059423565864563, -0.10563365370035172]","[0.672968864440918, 0.3891798257827759, 0.05378860607743263]","[0.7420145869255066, 0.3071121573448181, 0.01069292239844799]","[0.8200811743736267, 0.25056958198547363, -0.0446416400372982]","[0.8849327564239502, 0.2090153843164444, -0.08002063632011414]","[0.7046214938163757, 0.3987891674041748, 0.06314735859632492]","[0.7932455539703369, 0.31774112582206726, 0.032061535865068436]","[0.8677496314048767, 0.25987616181373596, -0.021968035027384758]","[0.9495705366134644, 0.21036729216575623, -0.05855265632271767]","[0.7689937949180603, 0.4144406318664551, 0.05540767312049866]","[0.8503807783126831, 0.3379635810852051, 0.025891482830047607]","[0.9257755279541016, 0.28016364574432373, -0.0037185780238360167]","[1.004673719406128, 0.23072455823421478, -0.02175791561603546]","[0.8524788022041321, 0.436046302318573, 0.03691060096025467]","[0.9080720543861389, 0.3725043833255768, 0.021826766431331635]","[0.9555108547210693, 0.3291170299053192, 0.022760000079870224]",
98,"[0.5082814693450928, 0.8286135196685791, 2.6479898451725603e-07]","[0.6413387656211853, 0.7856535315513611, -0.02489466965198517]","[0.6701251864433289, 0.6964470744132996, -0.02807674929499626]","[0.6479389071464539, 0.6304131150245667, -0.040465597063302994]","[0.6230369210243225, 0.578916072845459, -0.04572020471096039]","[0.6041197180747986, 0.6176402568817139, 0.03990986943244934]","[0.6239778995513916, 0.5334116220474243, -0.015459325164556503]","[0.6419743299484253, 0.5057731866836548, -0.056756556034088135]","[0.6503819227218628, 0.4886236786842346, -0.08492770045995712]","[0.5025362372398376, 0.6085372567176819, -0.0033548022620379925]","[0.4630768895149231, 0.5066399574279785, -0.09304361790418625]","[0.48381924629211426, 0.48945891857147217, -0.1398092359304428]","[0.4993423521518707, 0.483551025390625, -0.1498468816280365]","[0.3980916440486908, 0.6128514409065247, -0.0645197331905365]","[0.33694136142730713, 0.4977381229400635, -0.15133285522460938]","[0.32756689190864563, 0.43826133012771606, -0.19726429879665375]","[0.3101314306259155, 0.3901858925819397, -0.2138056606054306]","[0.2924056649208069, 0.6291197538375854, -0.12935134768486023]","[0.2033102810382843, 0.5439262390136719, -0.20612989366054535]","[0.16609549522399902, 0.48269981145858765, -0.25117000937461853]","[0.1349211037158966, 0.42499661445617676, -0.27768170833587646]"
99,"[0.5082814693450928, 0.8286135196685791, 2.6479898451725603e-07]","[0.6413387656211853, 0.7856535315513611, -0.02489466965198517]","[0.6701251864433289, 0.6964470744132996, -0.02807674929499626]","[0.6479389071464539, 0.6304131150245667, -0.040465597063302994]","[0.6230369210243225, 0.578916072845459, -0.04572020471096039]","[0.6041197180747986, 0.6176402568817139, 0.03990986943244934]","[0.6239778995513916, 0.5334116220474243, -0.015459325164556503]","[0.6419743299484253, 0.5057731866836548, -0.056756556034088135]","[0.6503819227218628, 0.4886236786842346, -0.08492770045995712]","[0.5025362372398376, 0.6085372567176819, -0.0033548022620379925]","[0.4630768895149231, 0.5066399574279785, -0.09304361790418625]","[0.48381924629211426, 0.48945891857147217, -0.1398092359304428]","[0.4993423521518707, 0.483551025390625, -0.1498468816280365]","[0.3980916440486908, 0.6128514409065247, -0.0645197331905365]","[0.33694136142730713, 0.4977381229400635, -0.15133285522460938]","[0.32756689190864563, 0.43826133012771606, -0.19726429879665375]","[0.3101314306259155, 0.3901858925819397, -0.2138056606054306]","[0.2924056649208069, 0.6291197538375854, -0.12935134768486023]","[0.2033102810382843, 0.5439262390136719, -0.20612989366054535]","[0.16609549522399902, 0.48269981145858765, -0.25117000937461853]","[0.1349211037158966, 0.42499661445617676, -0.27768170833587646]"
100,"[0.9961565732955933, 0.6007720828056335, 2.2050730308365019e-07]","[1.0366982221603394, 0.7257511615753174, -0.023306451737880707]","[0.9292507171630859, 0.8481852412223816, -0.07526665180921555]","[0.7425094842910767, 0.9005768299102783, -0.13028733432292938]","[0.595844030380249, 0.9175214171409607, -0.1851768046617508]","[0.9404288530349731, 0.8959101438522339, -0.16184832155704498]","[0.7894392609596252, 1.038467526435852, -0.2637178301811218]","[0.7329925894737244, 1.0913347005844116, -0.30535972118377686]","[0.7022139430046082, 1.1202690601348877, -0.3189302682876587]","[0.8423418402671814, 0.8346942067146301, -0.20680327713489532]","[0.6457571387290955, 0.9916437864303589, -0.33468008041381836]","[0.6446698307991028, 1.0151270627975464, -0.36652204394340515]","[0.6739522814750671, 1.0070167779922485, -0.35959160327911377]","[0.7324364185333252, 0.7624822854995728, -0.24634969234466553]","[0.5496753454208374, 0.907764196395874, -0.34687089920043945]","[0.6056169867515564, 0.9121801853179932, -0.31950855255126953]","[0.6719681620597839, 0.8879470229148865, -0.26807427406311035]","[0.6134806275367737, 0.690034031867981, -0.28521275520324707]","[0.4766978621482849, 0.8264005780220032, -0.32870128750801086]","[0.5327157974243164, 0.8589853048324585, -0.2867811620235443]",
101,"[0.9961565732955933, 0.6007720828056335, 2.2050730308365019e-07]","[1.0366982221603394, 0.7257511615753174, -0.023306451737880707]","[0.9292507171630859, 0.8481852412223816, -0.07526665180921555]","[0.7425094842910767, 0.9005768299102783, -0.13028733432292938]","[0.595844030380249, 0.9175214171409607, -0.1851768046617508]","[0.9404288530349731, 0.8959101438522339, -0.16184832155704498]","[0.7894392609596252, 1.038467526435852, -0.2637178301811218]","[0.7329925894737244, 1.0913347005844116, -0.30535972118377686]","[0.7022139430046082, 1.1202690601348877, -0.3189302682876587]","[0.8423418402671814, 0.8346942067146301, -0.20680327713489532]","[0.6457571387290955, 0.9916437864303589, -0.33468008041381836]","[0.6446698307991028, 1.0151270627975464, -0.36652204394340515]","[0.6739522814750671, 1.0070167779922485, -0.35959160327911377]","[0.7324364185333252, 0.7624822854995728, -0.24634969234466553]","[0.5496753454208374, 0.907764196395874, -0.34687089920043945]","[0.6056169867515564, 0.9121801853179932, -0.31950855255126953]","[0.6719681620597839, 0.8879470229148865, -0.26807427406311035]","[0.6134806275367737, 0.690034031867981, -0.28521275520324707]","[0.4766978621482849, 0.8264005780220032, -0.32870128750801086]","[0.5327157974243164, 0.8589853048324585, -0.2867811620235443]",
102,"[0.39825817942619324, 0.606503963470459, -1.7615344631849439e-06]","[0.2460448145866394, 0.7399975061416626, 0.07700099796056747]","[0.18500828742980957, 0.9054419994354248, 0.07616694271564484]","[0.17749810218811035, 1.0294690132141113, 0.06826077401638031]","[0.23202110826969147, 1.0891958475112915, 0.05099117010831833]","[0.2923416495323181, 0.9295284748077393, -0.18821850419044495]","[0.5044719576835632, 1.0919876098632812, -0.246675044298172]","[0.5013555288314819, 1.0553464889526367, -0.24444319307804108]","[0.44334644079208374, 0.9958608746528625, -0.22754023969173431]","[0.46607065200805664, 0.8768889307975769, -0.24926252663135529]","[0.6638054847717285, 1.0589185953140259, -0.2851114571094513]","[0.6420544981956482, 1.0151911973953247, -0.23888306319713593]","[0.5809553265571594, 0.9576441049575806, -0.21236847341060638]","[0.6374082565307617, 0.8231579065322876, -0.2884094715118408]","[0.7908052206039429, 1.0127787590026855, -0.31205013394355774]","[0.7581675052642822, 0.9726561903953552, -0.22589541971683502]","[0.6987571716308594, 0.9111043810844421, -0.17260727286338806]","[0.8010735511779785, 0.7682892084121704, -0.31635162234306335]","[0.8776552677154541, 0.94230055809021, -0.3443566560745239]","[0.8516825437545776, 0.9591187238693237, -0.2886681854724884]","[0.8250731229782104, 0.9434306621551514, -0.2473764270544052]"
103,"[0.39825817942619324, 0.606503963470459, -1.7615344631849439e-06]","[0.2460448145866394, 0.7399975061416626, 0.07700099796056747]","[0.18500828742980957, 0.9054419994354248, 0.07616694271564484]","[0.17749810218811035, 1.0294690132141113, 0.06826077401638031]","[0.23202110826969147, 1.0891958475112915, 0.05099117010831833]","[0.2923416495323181, 0.9295284748077393, -0.18821850419044495]","[0.5044719576835632, 1.0919876098632812, -0.246675044298172]","[0.5013555288314819, 1.0553464889526367, -0.24444319307804108]","[0.44334644079208374, 0.9958608746528625, -0.22754023969173431]","[0.46607065200805664, 0.8768889307975769, -0.24926252663135529]","[0.6638054847717285, 1.0589185953140259, -0.2851114571094513]","[0.6420544981956482, 1.0151911973953247, -0.23888306319713593]","[0.5809553265571594, 0.9576441049575806, -0.21236847341060638]","[0.6374082565307617, 0.8231579065322876, -0.2884094715118408]","[0.7908052206039429, 1.0127787590026855, -0.31205013394355774]","[0.7581675052642822, 0.9726561903953552, -0.22589541971683502]","[0.6987571716308594, 0.9111043810844421, -0.17260727286338806]","[0.8010735511779785, 0.7682892084121704, -0.31635162234306335]","[0.8776552677154541, 0.94230055809021, -0.3443566560745239]","[0.8516825437545776, 0.9591187238693237, -0.2886681854724884]","[0.8250731229782104, 0.9434306621551514, -0.2473764270544052]"
104,"[0.4279973804950714, 0.16874098777770996, 4.2722544435491727e-07]","[0.31323957443237305, 0.43099403381347656, 0.06714711338281631]","[0.3247358202934265, 0.6732983589172363, -0.015143568627536297]","[0.39866966009140015, 0.8558183312416077, -0.07344109565019608]","[0.5108606219291687, 1.0121188163757324, -0.13816531002521515]","[0.3614081144332886, 0.6260954737663269, -0.4577080011367798]","[0.5360445976257324, 0.8522398471832275, -0.3820238411426544]","[0.5480433702468872, 0.8834396004676819, -0.18069705367088318]","[0.523452639579773, 0.8652665019035339, -0.03125711530447006]","[0.528049111366272, 0.5091535449028015, -0.4837125837802887]","[0.6578173637390137, 0.7242905497550964, -0.3252298831939697]","[0.6275376677513123, 0.71261066198349, -0.04885036125779152]","[0.5746579170227051, 0.6725618839263916, 0.10486087948083878]","[0.6867358088493347, 0.4080454111099243, -0.4655669033527374]","[0.7376595735549927, 0.6156802773475647, -0.29908764362335205]","[0.6686607599258423, 0.6023034453392029, -0.06398872286081314]","[0.6296296715736389, 0.5689390897750854, 0.035968393087387085]","[0.8093084096908569, 0.3350241482257843, -0.43609559535980225]","[0.8333258628845215, 0.5181889533996582, -0.3108085095882416]","[0.7690013647079468, 0.5269815921783447, -0.1578683853149414]",
105,"[0.4279973804950714, 0.16874098777770996, 4.2722544435491727e-07]","[0.31323957443237305, 0.43099403381347656, 0.06714711338281631]","[0.3247358202934265, 0.6732983589172363, -0.015143568627536297]","[0.39866966009140015, 0.8558183312416077, -0.07344109565019608]","[0.5108606219291687, 1.0121188163757324, -0.13816531002521515]","[0.3614081144332886, 0.6260954737663269, -0.4577080011367798]","[0.5360445976257324, 0.8522398471832275, -0.3820238411426544]","[0.5480433702468872, 0.8834396004676819, -0.18069705367088318]","[0.523452639579773, 0.8652665019035339, -0.03125711530447006]","[0.528049111366272, 0.5091535449028015, -0.4837125837802887]","[0.6578173637390137, 0.7242905497550964, -0.3252298831939697]","[0.6275376677513123, 0.71261066198349, -0.04885036125779152]","[0.5746579170227051, 0.6725618839263916, 0.10486087948083878]","[0.6867358088493347, 0.4080454111099243, -0.4655669033527374]","[0.7376595735549927, 0.6156802773475647, -0.29908764362335205]","[0.6686607599258423, 0.6023034453392029, -0.06398872286081314]","[0.6296296715736389, 0.5689390897750854, 0.035968393087387085]","[0.8093084096908569, 0.3350241482257843, -0.43609559535980225]","[0.8333258628845215, 0.5181889533996582, -0.3108085095882416]","[0.7690013647079468, 0.5269815921783447, -0.1578683853149414]",
106,"[0.4551668167114258, 0.08824676275253296, -2.9397517664619954e-06]","[0.6545992493629456, 0.29256901144981384, -0.1102864146232605]","[0.6985542178153992, 0.6214178800582886, -0.24292907118797302]","[0.6256765723228455, 0.8606014251708984, -0.33751145005226135]","[0.4655842185020447, 1.0081969499588013, -0.40115079283714294]","[0.7240559458732605, 0.4557896554470062, -0.6181906461715698]","[0.44472137093544006, 0.8338127732276917, -0.7838349342346191]","[0.4809856712818146, 0.7313895225524902, -0.7350600957870483]","[0.5669159293174744, 0.6102067828178406, -0.669988751411438]","[0.5302546620368958, 0.34628987312316895, -0.626451849937439]","[0.2980090379714966, 0.749605119228363, -0.7868407964706421]","[0.3697822093963623, 0.6460608243942261, -0.6708868741989136]","[0.44696855545043945, 0.5178478956222534, -0.5811458826065063]","[0.30949488282203674, 0.26563355326652527, -0.6170498132705688]","[0.1640031635761261, 0.6306979656219482, -0.7208725810050964]","[0.22947466373443604, 0.5287860035896301, -0.538594663143158]","[0.2801755666732788, 0.40436694025993347, -0.4138696491718292]","[0.09363391995429993, 0.20856177806854248, -0.6106168627738953]","[0.05043330788612366, 0.4968887269496918, -0.6486021280288696]","[0.1223345398902893, 0.43247663974761963, -0.5303055047988892]","[0.15632352232933044, 0.3316456973552704, -0.45464131236076355]"
107,"[0.4551668167114258, 0.08824676275253296, -2.9397517664619954e-06]","[0.6545992493629456, 0.29256901144981384, -0.1102864146232605]","[0.6985542178153992, 0.6214178800582886, -0.24292907118797302]","[0.6256765723228455, 0.8606014251708984, -0.33751145005226135]","[0.4655842185020447, 1.0081969499588013, -0.40115079283714294]","[0.7240559458732605, 0.4557896554470062, -0.6181906461715698]","[0.44472137093544006, 0.8338127732276917, -0.7838349342346191]","[0.4809856712818146, 0.7313895225524902, -0.7350600957870483]","[0.5669159293174744, 0.6102067828178406, -0.669988751411438]","[0.5302546620368958, 0.34628987312316895, -0.626451849937439]","[0.2980090379714966, 0.749605119228363, -0.7868407964706421]","[0.3697822093963623, 0.6460608243942261, -0.6708868741989136]","[0.44696855545043945, 0.5178478956222534, -0.5811458826065063]","[0.30949488282203674, 0.26563355326652527, -0.6170498132705688]","[0.1640031635761261, 0.6306979656219482, -0.7208725810050964]","[0.22947466373443604, 0.5287860035896301, -0.538594663143158]","[0.2801755666732788, 0.40436694025993347, -0.4138696491718292]","[0.09363391995429993, 0.20856177806854248, -0.6106168627738953]","[0.05043330788612366, 0.4968887269496918, -0.6486021280288696]","[0.1223345398902893, 0.43247663974761963, -0.5303055047988892]","[0.15632352232933044, 0.3316456973552704, -0.45464131236076355]"
108,"[0.7326902151107788, 0.2914416193962097, 6.21307378878555e-07]","[0.6756850481033325, 0.24210451543331146, 0.007488105446100235]","[0.6680064797401428, 0.17032094299793243, -0.011917495168745518]","[0.7019843459129333, 0.11125856637954712, -0.03311311453580856]","[0.7412551045417786, 0.06753868609666824, -0.05358753725886345]","[0.6511296629905701, 0.1533067226409912, -0.07228867709636688]","[0.6994191408157349, 0.04535292834043503, -0.11237422376871109]","[0.7339641451835632, 0.012008532881736755, -0.12100261449813843]","[0.7489019632339478, 0.006946012377738953, -0.11622974276542664]","[0.7116733193397522, 0.16556580364704132, -0.09260468184947968]","[0.7692469358444214, 0.04926955699920654, -0.12851884961128235]","[0.8006747364997864, 0.015887215733528137, -0.1269339770078659]","[0.8083775043487549, 0.00904931128025055, -0.11836788803339005]","[0.7783632278442383, 0.1786377876996994, -0.10949532687664032]","[0.8276965618133545, 0.06519238650798798, -0.1286945641040802]","[0.8570823669433594, 0.023707270622253418, -0.11626908928155899]","[0.8667935132980347, 0.003982245922088623, -0.10449839383363724]","[0.8389507532119751, 0.192224383354187, -0.12452416121959686]","[0.879955530166626, 0.10917453467845917, -0.13605844974517822]","[0.9115434288978577, 0.06246468424797058, -0.1280658096075058]",
