,WRIST,THUMB_CMC,THUMB_MCP,THUMB_IP,THUMB_TIP,INDEX_FINGER_MCP,INDEX_FIGNER_PIP,INDEX_FINGER_DIP,INDEX_FINGER_TIP,MIDDLE_FINGER_MCP,MIDDLE_FINGER_PIP,MIDDLE_FINGER_DIP,MIDDLE_FINGER_TIP,RING_FINGER_MCP,RING_FINGER_PIP,RING_FINGER_DIP,RING_FIGNER_TIP,PINKY_MCP,PINKY_PIP,PINKY_DIP,PINKY_TIP
20,"[0.744387686252594, 0.8647736310958862, -1.6019757822505198e-06]","[0.7924156188964844, 0.7390846610069275, 0.05764273554086685]","[0.7540109157562256, 0.6133005023002625, 0.05018317326903343]","[0.6726744771003723, 0.5177133083343506, 0.032089389860630035]","[0.5838940739631653, 0.4578903615474701, 0.01155121996998787]","[0.7075762152671814, 0.5718982219696045, -0.097300224006176]","[0.5385472774505615, 0.42923906445503235, -0.15750013291835785]","[0.5179266333580017, 0.4249044954776764, -0.1732533574104309]","[0.5299704074859619, 0.43995073437690735, -0.1738942712545395]","[0.5984305143356323, 0.6157763004302979, -0.14950059354305267]","[0.40904736518859863, 0.47384512424468994, -0.20459575951099396]","[0.4337700307369232, 0.5073188543319702, -0.1919611096382141]","[0.49215155839920044, 0.5495325326919556, -0.1793094128370285]","[0.4889974892139435, 0.6677325963973999, -0.18946582078933716]","[0.33017289638519287, 0.5418811440467834, -0.22438038885593414]","[0.3587711751461029, 0.5704788565635681, -0.18262456357479095]","[0.4185216426849365, 0.6105561852455139, -0.1544925421476364]","[0.38025009632110596, 0.7197090983390808, -0.22190628945827484]","[0.23859280347824097, 0.6134715676307678, -0.25227090716362]","[0.1555703580379486, 0.5443604588508606, -0.2458198517560959]",
21,"[0.744387686252594, 0.8647736310958862, -1.6019757822505198e-06]","[0.7924156188964844, 0.7390846610069275, 0.05764273554086685]","[0.7540109157562256, 0.6133005023002625, 0.05018317326903343]","[0.6726744771003723, 0.5177133083343506, 0.032089389860630035]","[0.5838940739631653, 0.4578903615474701, 0.01155121996998787]","[0.7075762152671814, 0.5718982219696045, -0.097300224006176]","[0.5385472774505615, 0.42923906445503235, -0.15750013291835785]","[0.5179266333580017, 0.4249044954776764, -0.1732533574104309]","[0.5299704074859619, 0.43995073437690735, -0.1738942712545395]","[0.5984305143356323, 0.6157763004302979, -0.14950059354305267]","[0.40904736518859863, 0.47384512424468994, -0.20459575951099396]","[0.4337700307369232, 0.5073188543319702, -0.1919611096382141]","[0.49215155839920044, 0.5495325326919556, -0.1793094128370285]","[0.4889974892139435, 0.6677325963973999, -0.18946582078933716]","[0.33017289638519287, 0.5418811440467834, -0.22438038885593414]","[0.3587711751461029, 0.5704788565635681, -0.18262456357479095]","[0.4185216426849365, 0.6105561852455139, -0.1544925421476364]","[0.38025009632110596, 0.7197090983390808, -0.22190628945827484]","[0.23859280347824097, 0.6134715676307678, -0.25227090716362]","[0.1555703580379486, 0.5443604588508606, -0.2458198517560959]",
22,"[0.4741113483905792, 0.8721809387207031, -1.1969592605964863e-06]","[0.3369247615337372, 0.7354100942611694, -0.07147648185491562]","[0.3202771544456482, 0.5611221790313721, -0.10126490890979767]","[0.31438618898391724, 0.430292010307312, -0.12152280658483505]","[0.2520417273044586, 0.3378578722476959, -0.12704411149024963]","[0.5109897255897522, 0.5872262120246887, -0.09206320345401764]","[0.6407809257507324, 0.4726507067680359, -0.15885578095912933]","[0.6021401286125183, 0.527047872543335, -0.19354119896888733]","[0.5317153930664062, 0.5791139602661133, -0.20729249715805054]","[0.6482415795326233, 0.6532947421073914, -0.08352542668581009]","[0.7372927665710449, 0.5598974823951721, -0.11412998288869858]","[0.6809170246124268, 0.5935021638870239, -0.11717721819877625]","[0.6164106130599976, 0.6268861293792725, -0.12713243067264557]","[0.7353408336639404, 0.728163480758667, -0.08237104117870331]","[0.7964283227920532, 0.6489455103874207, -0.1073819175362587]","[0.7410451769828796, 0.6702725291252136, -0.07181674242019653]","[0.6895768642425537, 0.701033353805542, -0.05325758457183838]","[0.7840530276298523, 0.7951959371566772, -0.08519327640533447]","[0.8375624418258667, 0.7209683060646057, -0.08359570056200027]","[0.7919766902923584, 0.7383854389190674, -0.03317302465438843]","[0.7599803805351257, 0.7641677856445312, -0.0005016284994781017]"
23,"[0.4741113483905792, 0.8721809387207031, -1.1969592605964863e-06]","[0.3369247615337372, 0.7354100942611694, -0.07147648185491562]","[0.3202771544456482, 0.5611221790313721, -0.10126490890979767]","[0.31438618898391724, 0.430292010307312, -0.12152280658483505]","[0.2520417273044586, 0.3378578722476959, -0.12704411149024963]","[0.5109897255897522, 0.5872262120246887, -0.09206320345401764]","[0.6407809257507324, 0.4726507067680359, -0.15885578095912933]","[0.6021401286125183, 0.527047872543335, -0.19354119896888733]","[0.5317153930664062, 0.5791139602661133, -0.20729249715805054]","[0.6482415795326233, 0.6532947421073914, -0.08352542668581009]","[0.7372927665710449, 0.5598974823951721, -0.11412998288869858]","[0.6809170246124268, 0.5935021638870239, -0.11717721819877625]","[0.6164106130599976, 0.6268861293792725, -0.12713243067264557]","[0.7353408336639404, 0.728163480758667, -0.08237104117870331]","[0.7964283227920532, 0.6489455103874207, -0.1073819175362587]","[0.7410451769828796, 0.6702725291252136, -0.07181674242019653]","[0.6895768642425537, 0.701033353805542, -0.05325758457183838]","[0.7840530276298523, 0.7951959371566772, -0.08519327640533447]","[0.8375624418258667, 0.7209683060646057, -0.08359570056200027]","[0.7919766902923584, 0.7383854389190674, -0.03317302465438843]","[0.7599803805351257, 0.7641677856445312, -0.0005016284994781017]"
24,"[0.3040156364440918, 0.4858866333961487, 1.9061637885897653e-06]","[0.12334081530570984, 0.40869852900505066, -0.0489056222140789]","[0.01222681999206543, 0.30893459916114807, -0.11797676980495453]","[-0.014805585145950317, 0.22351300716400146, -0.17844878137111664]","[-0.011828303337097168, 0.1618977189064026, -0.2472328096628189]","[0.045010313391685486, 0.27225950360298157, -0.22589632868766785]","[-0.005074024200439453, 0.129330575466156, -0.3374420404434204]","[-0.009453296661376953, 0.03932754695415497, -0.39010894298553467]","[0.0027919113636016846, -0.030079245567321777, -0.4160982072353363]","[0.20093220472335815, 0.2717129588127136, -0.2577214539051056]","[0.24478718638420105, 0.10379844903945923, -0.3612689673900604]","[0.2811543643474579, -0.003987669944763184, -0.4033087491989136]","[0.31240493059158325, -0.0853067934513092, -0.42418360710144043]","[0.3588851988315582, 0.2930208146572113, -0.2858063280582428]","[0.4150692820549011, 0.12421251833438873, -0.3800743520259857]","[0.4578462243080139, 0.01693040132522583, -0.41663092374801636]","[0.4883301556110382, -0.06428754329681396, -0.431656152009964]","[0.505510151386261, 0.326869398355484, -0.310820996761322]","[0.5762038230895996, 0.19703194499015808, -0.38816410303115845]","[0.6188395619392395, 0.10033954679965973, -0.4099695384502411]",
25,"[0.3040156364440918, 0.4858866333961487, 1.9061637885897653e-06]","[0.12334081530570984, 0.40869852900505066, -0.0489056222140789]","[0.01222681999206543, 0.30893459916114807, -0.11797676980495453]","[-0.014805585145950317, 0.22351300716400146, -0.17844878137111664]","[-0.011828303337097168, 0.1618977189064026, -0.2472328096628189]","[0.045010313391685486, 0.27225950360298157, -0.22589632868766785]","[-0.005074024200439453, 0.129330575466156, -0.3374420404434204]","[-0.009453296661376953, 0.03932754695415497, -0.39010894298553467]","[0.0027919113636016846, -0.030079245567321777, -0.4160982072353363]","[0.20093220472335815, 0.2717129588127136, -0.2577214539051056]","[0.24478718638420105, 0.10379844903945923, -0.3612689673900604]","[0.2811543643474579, -0.003987669944763184, -0.4033087491989136]","[0.31240493059158325, -0.0853067934513092, -0.42418360710144043]","[0.3588851988315582, 0.2930208146572113, -0.2858063280582428]","[0.4150692820549011, 0.12421251833438873, -0.3800743520259857]","[0.4578462243080139, 0.01693040132522583, -0.41663092374801636]","[0.4883301556110382, -0.06428754329681396, -0.431656152009964]","[0.505510151386261, 0.326869398355484, -0.310820996761322]","[0.5762038230895996, 0.19703194499015808, -0.38816410303115845]","[0.6188395619392395, 0.10033954679965973, -0.4099695384502411]",
26,"[0.12479010224342346, 0.9654232263565063, -1.8379029143034131e-06]","[0.38639479875564575, 0.8569800853729248, -0.113222137093544]","[0.5226399898529053, 0.7015749216079712, -0.1491898000240326]","[0.5282893180847168, 0.5326729416847229, -0.18086875975131989]","[0.40901684761047363, 0.4328235685825348, -0.1846810281276703]","[0.31577637791633606, 0.5047565698623657, -0.012457837350666523]","[0.3188220262527466, 0.3598695397377014, -0.15683715045452118]","[0.3220056891441345, 0.5245355367660522, -0.22380177676677704]","[0.32843130826950073, 0.6514148712158203, -0.2350650280714035]","[0.1461097002029419, 0.4928053021430969, -0.001971963793039322]","[0.17628878355026245, 0.3497767448425293, -0.19891400635242462]","[0.1913110911846161, 0.5596238970756531, -0.25102540850639343]","[0.2062321901321411, 0.6868741512298584, -0.22582687437534332]","[-0.02032366394996643, 0.516435444355011, -0.014101888984441757]","[0.03707191348075867, 0.3914213180541992, -0.18593384325504303]","[0.0668250173330307, 0.5737350583076477, -0.13700421154499054]","[0.08025960624217987, 0.6898191571235657, -0.042299725115299225]","[-0.19859567284584045, 0.5732169151306152, -0.03463505208492279]","[-0.13290011882781982, 0.46122774481773376, -0.12406136095523834]","[-0.07181823253631592, 0.583911120891571, -0.06404832005500793]","[-0.04651564359664917, 0.6689494252204895, 0.020096305757761]"
27,"[0.12479010224342346, 0.9654232263565063, -1.8379029143034131e-06]","[0.38639479875564575, 0.8569800853729248, -0.113222137093544]","[0.5226399898529053, 0.7015749216079712, -0.1491898000240326]","[0.5282893180847168, 0.5326729416847229, -0.18086875975131989]","[0.40901684761047363, 0.4328235685825348, -0.1846810281276703]","[0.31577637791633606, 0.5047565698623657, -0.012457837350666523]","[0.3188220262527466, 0.3598695397377014, -0.15683715045452118]","[0.3220056891441345, 0.5245355367660522, -0.22380177676677704]","[0.32843130826950073, 0.6514148712158203, -0.2350650280714035]","[0.1461097002029419, 0.4928053021430969, -0.001971963793039322]","[0.17628878355026245, 0.3497767448425293, -0.19891400635242462]","[0.1913110911846161, 0.5596238970756531, -0.25102540850639343]","[0.2062321901321411, 0.6868741512298584, -0.22582687437534332]","[-0.02032366394996643, 0.516435444355011, -0.014101888984441757]","[0.03707191348075867, 0.3914213180541992, -0.18593384325504303]","[0.0668250173330307, 0.5737350583076477, -0.13700421154499054]","[0.08025960624217987, 0.6898191571235657, -0.042299725115299225]","[-0.19859567284584045, 0.5732169151306152, -0.03463505208492279]","[-0.13290011882781982, 0.46122774481773376, -0.12406136095523834]","[-0.07181823253631592, 0.583911120891571, -0.06404832005500793]","[-0.04651564359664917, 0.6689494252204895, 0.020096305757761]"
28,"[0.37849777936935425, 0.8718925714492798, 1.1614618955491096e-07]","[0.3223867118358612, 0.8050362467765808, -0.08559329807758331]","[0.29865628480911255, 0.7180497646331787, -0.1571914702653885]","[0.3324941396713257, 0.7645270824432373, -0.22770482301712036]","[0.3607780933380127, 0.8310431241989136, -0.2998826205730438]","[0.33261191844940186, 0.468545526266098, -0.13630209863185883]","[0.34798628091812134, 0.21667303144931793, -0.2097155898809433]","[0.3461211621761322, 0.08859831094741821, -0.24940788745880127]","[0.33408910036087036, -0.017332404851913452, -0.27840858697891235]","[0.40636152029037476, 0.4969289004802704, -0.14105534553527832]","[0.413295179605484, 0.38934630155563354, -0.28436750173568726]","[0.43035057187080383, 0.5916221737861633, -0.32314324378967285]","[0.42378440499305725, 0.7514103651046753, -0.31665563583374023]","[0.4726226329803467, 0.544596791267395, -0.15089060366153717]","[0.49871426820755005, 0.43643903732299805, -0.273507297039032]","[0.49365487694740295, 0.6080426573753357, -0.26614120602607727]","[0.4569694399833679, 0.7324742078781128, -0.2295139878988266]","[0.5268540382385254, 0.6002309322357178, -0.16591116786003113]","[0.5647414326667786, 0.5608752369880676, -0.23988839983940125]","[0.533809244632721, 0.6568926572799683, -0.22983863949775696]",
29,"[0.37849777936935425, 0.8718925714492798, 1.1614618955491096e-07]","[0.3223867118358612, 0.8050362467765808, -0.08559329807758331]","[0.29865628480911255, 0.7180497646331787, -0.1571914702653885]","[0.3324941396713257, 0.7645270824432373, -0.22770482301712036]","[0.3607780933380127, 0.8310431241989136, -0.2998826205730438]","[0.33261191844940186, 0.468545526266098, -0.13630209863185883]","[0.34798628091812134, 0.21667303144931793, -0.2097155898809433]","[0.3461211621761322, 0.08859831094741821, -0.24940788745880127]","[0.33408910036087036, -0.017332404851913452, -0.27840858697891235]","[0.40636152029037476, 0.4969289004802704, -0.14105534553527832]","[0.413295179605484, 0.38934630155563354, -0.28436750173568726]","[0.43035057187080383, 0.5916221737861633, -0.32314324378967285]","[0.42378440499305725, 0.7514103651046753, -0.31665563583374023]","[0.4726226329803467, 0.544596791267395, -0.15089060366153717]","[0.49871426820755005, 0.43643903732299805, -0.273507297039032]","[0.49365487694740295, 0.6080426573753357, -0.26614120602607727]","[0.4569694399833679, 0.7324742078781128, -0.2295139878988266]","[0.5268540382385254, 0.6002309322357178, -0.16591116786003113]","[0.5647414326667786, 0.5608752369880676, -0.23988839983940125]","[0.533809244632721, 0.6568926572799683, -0.22983863949775696]",
30,"[0.6211630702018738, 1.2031282186508179, 1.9566252262848138e-07]","[0.5359870791435242, 1.1412107944488525, -0.046680349856615067]","[0.4869692027568817, 0.9703514575958252, -0.07921924442052841]","[0.5086921453475952, 0.8235446214675903, -0.1115785464644432]","[0.576749324798584, 0.7269085049629211, -0.13721729815006256]","[0.5535816550254822, 0.7012017965316772, -0.03275587409734726]","[0.5384672284126282, 0.4829677939414978, -0.09608840942382812]","[0.5327197313308716, 0.5467872619628906, -0.14201517403125763]","[0.5303246974945068, 0.6500533819198608, -0.1610448658466339]","[0.6363837122917175, 0.6587739586830139, -0.04039185866713524]","[0.639634907245636, 0.3834771513938904, -0.06898073107004166]","[0.6364508867263794, 0.2374807596206665, -0.09123661369085312]","[0.6320576667785645, 0.12427756190299988, -0.10332532227039337]","[0.7133394479751587, 0.6853392720222473, -0.05909177288413048]","[0.7225799560546875, 0.4186329245567322, -0.08848752826452255]","[0.7250141501426697, 0.25613418221473694, -0.09976980090141296]","[0.7225680351257324, 0.12369588017463684, -0.10297135263681412]","[0.7840481996536255, 0.7663270235061646, -0.08309822529554367]","[0.810630738735199, 0.5891401171684265, -0.1033005341887474]","[0.8207193613052368, 0.46475011110305786, -0.09831114113330841]","[0.8239235877990723, 0.3642931282520294, -0.08959105610847473]"
31,"[0.6211630702018738, 1.2031282186508179, 1.9566252262848138e-07]","[0.5359870791435242, 1.1412107944488525, -0.046680349856615067]","[0.4869692027568817, 0.9703514575958252, -0.07921924442052841]","[0.5086921453475952, 0.8235446214675903, -0.1115785464644432]","[0.576749324798584, 0.7269085049629211, -0.13721729815006256]","[0.5535816550254822, 0.7012017965316772, -0.03275587409734726]","[0.5384672284126282, 0.4829677939414978, -0.09608840942382812]","[0.5327197313308716, 0.5467872619628906, -0.14201517403125763]","[0.5303246974945068, 0.6500533819198608, -0.1610448658466339]","[0.6363837122917175, 0.6587739586830139, -0.04039185866713524]","[0.639634907245636, 0.3834771513938904, -0.06898073107004166]","[0.6364508867263794, 0.2374807596206665, -0.09123661369085312]","[0.6320576667785645, 0.12427756190299988, -0.10332532227039337]","[0.7133394479751587, 0.6853392720222473, -0.05909177288413048]","[0.7225799560546875, 0.4186329245567322, -0.08848752826452255]","[0.7250141501426697, 0.25613418221473694, -0.09976980090141296]","[0.7225680351257324, 0.12369588017463684, -0.10297135263681412]","[0.7840481996536255, 0.7663270235061646, -0.08309822529554367]","[0.810630738735199, 0.5891401171684265, -0.1033005341887474]","[0.8207193613052368, 0.46475011110305786, -0.09831114113330841]","[0.8239235877990723, 0.3642931282520294, -0.08959105610847473]"
32,"[0.28988590836524963, 0.6609712839126587, -3.750443795524916e-07]","[0.39877423644065857, 0.5909322500228882, 0.052173372358083725]","[0.41109055280685425, 0.4944024085998535, 0.04186234995722771]","[0.34057796001434326, 0.4215763807296753, 0.02464778907597065]","[0.25069060921669006, 0.37842994928359985, 0.006951503921300173]","[0.3958616852760315, 0.4608971178531647, -0.09442899376153946]","[0.26235395669937134, 0.3236244320869446, -0.13899704813957214]","[0.2616341710090637, 0.33917173743247986, -0.13737626373767853]","[0.2957792580127716, 0.3771202564239502, -0.12339873611927032]","[0.2721988558769226, 0.4878373146057129, -0.13764889538288116]","[0.12508969008922577, 0.3399828374385834, -0.17455129325389862]","[0.15597133338451385, 0.3665239214897156, -0.14538080990314484]","[0.20211942493915558, 0.4086301326751709, -0.11914893239736557]","[0.15322718024253845, 0.5185836553573608, -0.16851481795310974]","[0.0482349693775177, 0.39212995767593384, -0.19329336285591125]","[0.08980944752693176, 0.4189201891422272, -0.13638657331466675]","[0.1313585489988327, 0.45373713970184326, -0.09317611902952194]","[0.049960434436798096, 0.5532791018486023, -0.1909279227256775]","[-0.003238767385482788, 0.4530555009841919, -0.2035047709941864]","[0.03910079598426819, 0.47048547863960266, -0.152489572763443]",
33,"[0.28988590836524963, 0.6609712839126587, -3.750443795524916e-07]","[0.39877423644065857, 0.5909322500228882, 0.052173372358083725]","[0.41109055280685425, 0.4944024085998535, 0.04186234995722771]","[0.34057796001434326, 0.4215763807296753, 0.02464778907597065]","[0.25069060921669006, 0.37842994928359985, 0.006951503921300173]","[0.3958616852760315, 0.4608971178531647, -0.09442899376153946]","[0.26235395669937134, 0.3236244320869446, -0.13899704813957214]","[0.2616341710090637, 0.33917173743247986, -0.13737626373767853]","[0.2957792580127716, 0.3771202564239502, -0.12339873611927032]","[0.2721988558769226, 0.4878373146057129, -0.13764889538288116]","[0.12508969008922577, 0.3399828374385834, -0.17455129325389862]","[0.15597133338451385, 0.3665239214897156, -0.14538080990314484]","[0.20211942493915558, 0.4086301326751709, -0.11914893239736557]","[0.15322718024253845, 0.5185836553573608, -0.16851481795310974]","[0.0482349693775177, 0.39212995767593384, -0.19329336285591125]","[0.08980944752693176, 0.4189201891422272, -0.13638657331466675]","[0.1313585489988327, 0.45373713970184326, -0.09317611902952194]","[0.049960434436798096, 0.5532791018486023, -0.1909279227256775]","[-0.003238767385482788, 0.4530555009841919, -0.2035047709941864]","[0.03910079598426819, 0.47048547863960266, -0.152489572763443]",
